Name,PosX,PosY,PosZ,RotX,RotY,RotZ,ScaleX,ScaleY,ScaleZ,GroupID
Floor,-102,0,192,2.50E-06,0,0,1,1,1,0
Floor,-96,0,192,2.50E-06,0,0,1,1,1,0
Floor,-90,0,192,2.50E-06,0,0,1,1,1,0
Floor,-84,0,192,2.50E-06,0,0,1,1,1,0
Floor,-78,0,192,2.50E-06,0,0,1,1,1,0
Floor,-72,0,192,2.50E-06,0,0,1,1,1,0
Floor,-66,0,192,2.50E-06,0,0,1,1,1,0
Floor,-102,0,198,2.50E-06,0,0,1,1,1,0
Floor,-96,0,198,2.50E-06,0,0,1,1,1,0
Floor,-90,0,198,2.50E-06,0,0,1,1,1,0
Floor,-84,0,198,2.50E-06,0,0,1,1,1,0
Floor,-78,0,198,2.50E-06,0,0,1,1,1,0
Floor,-72,0,198,2.50E-06,0,0,1,1,1,0
Floor,-66,0,198,2.50E-06,0,0,1,1,1,0
Floor,-102,0,204,2.50E-06,0,0,1,1,1,0
Floor,-96,0,204,2.50E-06,0,0,1,1,1,0
Floor,-90,0,204,2.50E-06,0,0,1,1,1,0
Floor,-84,0,204,2.50E-06,0,0,1,1,1,0
Floor,-78,0,204,2.50E-06,0,0,1,1,1,0
Floor,-72,0,204,2.50E-06,0,0,1,1,1,0
Floor,-66,0,204,2.50E-06,0,0,1,1,1,0
Floor,-102,0,210,2.50E-06,0,0,1,1,1,0
Floor,-96,0,210,2.50E-06,0,0,1,1,1,0
Floor,-90,0,210,2.50E-06,0,0,1,1,1,0
Floor,-84,0,210,2.50E-06,0,0,1,1,1,0
Floor,-78,0,210,2.50E-06,0,0,1,1,1,0
Floor,-72,0,210,2.50E-06,0,0,1,1,1,0
Floor,-66,0,210,2.50E-06,0,0,1,1,1,0
WallSide,12,0,-6,2.50E-06,0,0,1,1,1,0
WallSide,12,0,0,2.50E-06,0,0,1,1,1,0
WallSide,12,0,6,2.50E-06,0,0,1,1,1,0
WallSide,6,0,12,2.50E-06,0,0,1,1,1,0
WallSide,6,0,18,2.50E-06,0,0,1,1,1,0
WallSide,6,0,24,2.50E-06,0,0,1,1,1,0
WallSide,6,0,30,2.50E-06,0,0,1,1,1,0
WallSide,6,0,36,2.50E-06,0,0,1,1,1,0
WallSide,12,0,42,2.50E-06,0,0,1,1,1,0
WallSide,12,0,48,2.50E-06,0,0,1,1,1,0
WallSide,12,0,54,2.50E-06,0,0,1,1,1,0
WallSide,12,0,60,2.50E-06,0,0,1,1,1,0
WallSide,6,0,66,2.50E-06,0,0,1,1,1,0
WallSide,6,0,72,2.50E-06,0,0,1,1,1,0
WallSide,6,0,78,2.50E-06,0,0,1,1,1,0
WallSide,-24,0,84,2.50E-06,0,0,1,1,1,0
WallSide,-24,0,90,2.50E-06,0,0,1,1,1,0
WallSide,-24,0,72,2.50E-06,0,0,1,1,1,0
WallSide,-24,0,66,2.50E-06,0,0,1,1,1,0
WallSide,-54,0,66,2.50E-06,0,0,1,1,1,0
WallSide,-54,0,90,2.50E-06,0,0,1,1,1,0
WallSide,-60,0,84,2.50E-06,0,0,1,1,1,0
WallSide,-60,0,72,2.50E-06,0,0,1,1,1,0
WallSide,-6,0,-6,2.50E-06,0,0,1,1,1,0
WallSide,-6,0,0,2.50E-06,0,0,1,1,1,0
WallSide,-6,0,6,2.50E-06,0,0,1,1,1,0
WallSide,0,0,12,2.50E-06,0,0,1,1,1,0
WallSide,0,0,18,2.50E-06,0,0,1,1,1,0
WallSide,0,0,24,2.50E-06,0,0,1,1,1,0
WallSide,0,0,30,2.50E-06,0,0,1,1,1,0
WallSide,0,0,36,2.50E-06,0,0,1,1,1,0
WallSide,-6,0,42,2.50E-06,0,0,1,1,1,0
WallSide,-6,0,48,2.50E-06,0,0,1,1,1,0
WallSide,-6,0,54,2.50E-06,0,0,1,1,1,0
WallSide,-6,0,60,2.50E-06,0,0,1,1,1,0
WallSide,0,0,66,2.50E-06,0,0,1,1,1,0
WallSide,0,0,72,2.50E-06,0,0,1,1,1,0
WallSide,-84,0,78,2.50E-06,0,0,1,1,1,0
WallSide,-84,0,84,2.50E-06,0,0,1,1,1,0
WallSide,-84,0,90,2.50E-06,0,0,1,1,1,0
WallSide,-84,0,96,2.50E-06,0,0,1,1,1,0
WallSide,-84,0,102,2.50E-06,0,0,1,1,1,0
WallSide,-78,0,84,2.50E-06,0,0,1,1,1,0
WallSide,-78,0,90,2.50E-06,0,0,1,1,1,0
WallSide,-78,0,96,2.50E-06,0,0,1,1,1,0
WallSide,-78,0,102,2.50E-06,0,0,1,1,1,0
WallSide,-96,0,108,2.50E-06,0,0,1,1,1,0
WallSide,-96,0,114,2.50E-06,0,0,1,1,1,0
WallSide,-96,0,120,2.50E-06,0,0,1,1,1,0
WallSide,-96,0,126,2.50E-06,0,0,1,1,1,0
WallSide,-96,0,132,2.50E-06,0,0,1,1,1,0
WallSide,-66,0,108,2.50E-06,0,0,1,1,1,0
WallSide,-66,0,114,2.50E-06,0,0,1,1,1,0
WallSide,-66,0,120,2.50E-06,0,0,1,1,1,0
WallSide,-66,0,126,2.50E-06,0,0,1,1,1,0
WallSide,-66,0,132,2.50E-06,0,0,1,1,1,0
WallSide,-90,0,138,2.50E-06,0,0,1,1,1,0
WallSide,-72,0,138,2.50E-06,0,0,1,1,1,0
WallSide,-84,0,144,2.50E-06,0,0,1,1,1,0
WallSide,-78,0,144,2.50E-06,0,0,1,1,1,0
WallSide,-84,0,150,2.50E-06,0,0,1,1,1,0
WallSide,-78,0,150,2.50E-06,0,0,1,1,1,0
WallSide,-84,0,156,2.50E-06,0,0,1,1,1,0
WallSide,-78,0,156,2.50E-06,0,0,1,1,1,0
WallSide,-84,0,162,2.50E-06,0,0,1,1,1,0
WallSide,-78,0,162,2.50E-06,0,0,1,1,1,0
WallSide,-84,0,168,2.50E-06,0,0,1,1,1,0
WallSide,-78,0,168,2.50E-06,0,0,1,1,1,0
WallSide,-102,0,174,2.50E-06,0,0,1,1,1,0
WallSide,-102,0,180,2.50E-06,0,0,1,1,1,0
WallSide,-102,0,186,2.50E-06,0,0,1,1,1,0
WallSide,-102,0,192,2.50E-06,0,0,1,1,1,0
WallSide,-102,0,198,2.50E-06,0,0,1,1,1,0
WallSide,-102,0,204,2.50E-06,0,0,1,1,1,0
WallSide,-102,0,210,2.50E-06,0,0,1,1,1,0
WallSide,-60,0,174,2.50E-06,0,0,1,1,1,0
WallSide,-60,0,180,2.50E-06,0,0,1,1,1,0
WallSide,-60,0,186,2.50E-06,0,0,1,1,1,0
WallSide,-60,0,192,2.50E-06,0,0,1,1,1,0
WallSide,-60,0,198,2.50E-06,0,0,1,1,1,0
WallSide,-60,0,204,2.50E-06,0,0,1,1,1,0
WallSide,-60,0,210,2.50E-06,0,0,1,1,1,0
WallFront,6,0,-6,0,90,0,1,1,1,0
WallFront,0,0,-6,0,90,0,1,1,1,0
WallFront,-6,0,-6,0,90,0,1,1,1,0
WallFront,6,0,12,0,90,0,1,1,1,0
WallFront,-6,0,12,0,90,0,1,1,1,0
WallFront,6,0,42,0,90,0,1,1,1,0
WallFront,-6,0,42,0,90,0,1,1,1,0
WallFront,6,0,66,0,90,0,1,1,1,0
WallFront,-6,0,66,0,90,0,1,1,1,0
WallFront,-6,0,78,0,90,0,1,1,1,0
WallFront,-12,0,78,0,90,0,1,1,1,0
WallFront,-18,0,78,0,90,0,1,1,1,0
WallFront,-24,0,78,0,90,0,1,1,1,0
WallFront,0,0,84,0,90,0,1,1,1,0
WallFront,-6,0,84,0,90,0,1,1,1,0
WallFront,-12,0,84,0,90,0,1,1,1,0
WallFront,-18,0,84,0,90,0,1,1,1,0
WallFront,-24,0,84,0,90,0,1,1,1,0
WallFront,-30,0,96,0,90,0,1,1,1,0
WallFront,-36,0,96,0,90,0,1,1,1,0
WallFront,-42,0,96,0,90,0,1,1,1,0
WallFront,-48,0,96,0,90,0,1,1,1,0
WallFront,-54,0,96,0,90,0,1,1,1,0
WallFront,-30,0,66,0,90,0,1,1,1,0
WallFront,-36,0,66,0,90,0,1,1,1,0
WallFront,-42,0,66,0,90,0,1,1,1,0
WallFront,-48,0,66,0,90,0,1,1,1,0
WallFront,-54,0,66,0,90,0,1,1,1,0
WallFront,-60,0,72,0,90,0,1,1,1,0
WallFront,-60,0,90,0,90,0,1,1,1,0
WallFront,-66,0,78,0,90,0,1,1,1,0
WallFront,-66,0,84,0,90,0,1,1,1,0
WallFront,-72,0,78,0,90,0,1,1,1,0
WallFront,-72,0,84,0,90,0,1,1,1,0
WallFront,-78,0,78,0,90,0,1,1,1,0
WallFront,-78,0,84,0,90,0,1,1,1,0
WallFront,-84,0,78,0,90,0,1,1,1,0
WallFront,-90,0,108,0,90,0,1,1,1,0
WallFront,-90,0,174,0,90,0,1,1,1,0
WallFront,-96,0,108,0,90,0,1,1,1,0
WallFront,-78,0,108,0,90,0,1,1,1,0
WallFront,-72,0,108,0,90,0,1,1,1,0
WallFront,-96,0,138,0,90,0,1,1,1,0
WallFront,-72,0,138,0,90,0,1,1,1,0
WallFront,-90,0,144,0,90,0,1,1,1,0
WallFront,-78,0,144,0,90,0,1,1,1,0
WallFront,-102,0,174,0,90,0,1,1,1,0
WallFront,-96,0,174,0,90,0,1,1,1,0
WallFront,-78,0,174,0,90,0,1,1,1,0
WallFront,-72,0,174,0,90,0,1,1,1,0
WallFront,-66,0,174,0,90,0,1,1,1,0
WallFront,-102,0,216,0,90,0,1,1,1,0
WallFront,-96,0,216,0,90,0,1,1,1,0
WallFront,-90,0,216,0,90,0,1,1,1,0
WallFront,-84,0,216,0,90,0,1,1,1,0
WallFront,-78,0,216,0,90,0,1,1,1,0
WallFront,-72,0,216,0,90,0,1,1,1,0
WallFront,-66,0,216,0,90,0,1,1,1,0
